CatNo,LengthMax,LengthAxial,WidthMax,WidthBasal,WidthNeck,Thickness,DSA,PSA,WeightActual,Material,PointType1,PointType2,PointType3,Source,Site,Site_Upper,Area_Jennings,County,Exclude_LW
1654.1,35.7,,21.7,19.1,16.9,7.2,210,110,,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1655,23.3,,13.6,12.2,11.5,5.9,230,90,1.6,Obsidian,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1655.1,23.3,,13.6,12.2,11.5,5.9,240,90,1.6,Obsidian,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1656,30.5,,21.2,20.1,17.5,7.1,200,110,,Tuff,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1656.1,30.5,,21.2,20.1,17.5,7.1,200,110,,Tuff,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1657,37.5,,20,17.2,16.9,8,220,110,5.7,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1657.1,37.5,,20,17.2,16.9,8,240,80,5.7,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1659,38.7,,18.9,18.3,14.9,9.6,235,100,,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1660,29.1,,19.4,15.7,17.8,8.3,230,90,4.2,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1661,25.3,,17.7,17.2,16.8,7.5,,,3.7,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1662,29.5,,19.4,17.4,16.2,7.6,235,110,4.4,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1662.1,29.5,,19.4,17.4,16.2,7.6,255,95,4.4,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1663,45.6,,28.8,20.4,20.1,7,145,95,9.9,Jasper,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1663.1,45.6,,28.8,20.4,20.1,7,150,100,9.9,Jasper,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1664,43.3,,30,19.4,20.5,8.1,200,80,8.3,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1664.1,43.3,,30,19.4,20.5,8.1,170,110,8.3,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1665,35,,27,21.3,17.4,8.5,220,100,,Tuff,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1665.1,35,,27,21.3,17.4,8.5,205,110,,Tuff,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1669,30.7,,19.5,16.7,15.3,7.7,220,110,,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1669.1,30.7,,19.5,16.7,15.3,7.7,225,90,,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1674,23.1,,17.3,13.2,12.1,6.9,210,110,2.7,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1674.1,23.1,,17.3,13.2,12.1,6.9,240,90,2.7,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
318,36.6,,23.9,16.8,17.1,8,230,90,6.3,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
318.1,36.6,,23.9,16.8,17.1,8,230,90,6.3,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6007A,35.2,,23,19,18.5,9.5,230,90,6.8,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6007A.1,35.2,,23,19,18.5,9.5,220,100,6.8,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6007B,27.4,,19.9,17.8,16.6,7.2,230,90,3.7,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6007B.1,27.4,,19.9,17.8,16.6,7.2,220,100,3.7,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6008A,37.5,,22.7,19.5,17.8,9,220,100,6.8,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6008A.1,37.5,,22.7,19.5,17.8,9,220,100,6.8,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6008B,36.2,,23.1,18.6,18.6,6.1,220,130,5.1,Quartzite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6008B.1,36.2,,23.1,18.6,18.6,6.1,220,130,5.1,Quartzite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6008C,41.8,,23.1,20.1,18.3,8.6,200,110,7.8,Jasper,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6008C.1,41.8,,23.1,20.1,18.3,8.6,260,90,7.8,Jasper,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6009A,32.5,,20.1,11.5,13.2,8.4,205,70,4.5,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6009A.1,32.5,,20.1,11.5,13.2,8.4,200,90,4.5,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6009B,35.3,,22.4,13.5,15.4,6.7,200,85,4.7,Quartzite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6009B.1,35.3,,22.4,13.5,15.4,6.7,200,85,4.7,Quartzite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6009C,34.6,,19.5,14.3,15.9,7.6,220,80,4.2,Quartzite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6009C.1,34.6,,19.5,14.3,15.9,7.6,220,80,4.2,Quartzite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6010A,28.7,,21.9,17.3,14.8,8.6,210,130,5.1,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6010A.1,28.7,,21.9,17.3,14.8,8.6,210,110,5.1,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6010B,27.9,,18,13.9,13.7,7,230,100,3.3,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6010B.1,27.9,,18,13.9,13.7,7,230,110,3.3,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6012,30.8,,17.8,17.8,15.6,6.8,270,120,3.2,Rhyolite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6012.1,30.8,,17.8,17.8,15.6,6.8,265,100,3.2,Rhyolite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6013,38.5,,27.9,16.7,16.4,7.3,190,110,7.1,FGV,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6013.1,38.5,,27.9,16.7,16.4,7.3,190,100,7.1,FGV,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6015A,40.1,,18.2,15.8,12.8,7.2,210,120,,Rhyolite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6015A.1,40.1,,18.2,15.8,12.8,7.2,230,110,,Rhyolite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6015B,43,,27.9,17.3,14.9,11,180,110,,Rhyolite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6015B.1,43,,27.9,17.3,14.9,11,180,110,,Rhyolite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6015C,33.5,,25.3,17.9,16,8.2,180,100,,Rhyolite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6015C.1,33.5,,25.3,17.9,16,8.2,185,100,,Rhyolite,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6018A,50.4,,26.2,24,21.8,10.8,230,100,12.4,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6018A.1,50.4,,26.2,24,21.8,10.8,240,110,12.4,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6018C,41.5,,22.6,17.5,18.5,7.9,220,80,6.4,Jasper,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
6018C.1,41.5,,22.6,17.5,18.5,7.9,210,85,6.4,Jasper,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
827,23.3,,24.5,22.1,21,9.5,200,110,,Jasper,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
832,21.6,,14,12.2,10.6,5.9,230,100,1.8,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
832.1,21.6,,14,12.2,10.6,5.9,220,120,1.8,Quartz,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
8950,41.9,,20.6,16.7,13.1,7.5,210,140,,Jasper,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
8950.1,41.9,,20.6,16.7,13.1,7.5,210,110,,Jasper,Pinto,Pinto,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
108,26.7,,16.4,15.9,12.9,6.4,260,130,,Quartz,ESN,Large Side-notched,Large Side-notched,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
108.1,26.7,,16.4,15.9,12.9,6.4,220,170,,Quartz,ESN,Large Side-notched,Large Side-notched,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1623,33.6,,29.7,6.3,16.9,9.3,225,90,,Quartz,Stem,Indeterminate,-,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1623.1,33.6,,29.7,6.3,16.9,9.3,120,90,,Quartz,Stem,Indeterminate,-,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1632,18.3,,22.7,22.7,,6.7,,,,Quartzite,Stem,Indeterminate,-,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1633,21.4,,24.7,24.3,,8.1,,,,FGV,Stem,Indeterminate,-,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1640,14.6,,17.7,17.7,12.7,5.4,,,,Tuff,Stem,Indeterminate,-,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1624,36.2,,23,,,8.8,220,145,,Quartz,SN,Indeterminate,-,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
1641,29.3,,17.5,,,9.7,150,120,,FGV,ECN,Elko Corner-notched,Elko Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
323,37.4,,23.8,17.1,16.9,7.6,170,120,6.4,Jasper,S.L.,Pino Basin,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
323.1,37.4,,23.8,17.1,16.9,7.6,230,110,6.4,Jasper,S.L.,Pino Basin,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
5997,32.6,,19.7,19.8,15.3,4.9,210,110,3.3,Quartz,S.L.,Pino Basin,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,Riverside,Yes
5997.1,32.6,,19.7,19.8,15.3,4.9,230,100,3.3,Quartz,S.L.,Pino Basin,Pinto Series,"Table S2.54. Campbell Collection, Pinto Basin.xlsx",CA-RIV-52,CA-RIV-52,Southwestern,San Bernardino,Yes
24-18,-57,,,21.9,18.7,6.8,180,130,,Obsidian,Group Ia,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-176,,,,18.9,-16.5,-8,200,120,,Obsidian,Group Ia,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-1076,54,,,21.9,17.6,7.6,200,110,,Obsidian,Group Ia,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-1614,-58,,,-17,15.6,8,185,120,,Obsidian,Group Ia,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-2,-41,,,20.9,17.8,7,225,110,,Obsidian,Group Ib,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-4,-58,,,23.9,,7.8,200,120,,Obsidian,Group Ib,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-20,70,,,27.8,24.1,10.9,210,120,,Obsidian,Group Ib,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-21,37,,,20.3,20,8,200,110,,Obsidian,Group Ib,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-22,41,,,22.4,19.2,8.2,200,120,,Obsidian,Group Ib,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-930,-29,,,21,18.2,8.1,230,120,,Obsidian,Group Ib,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-1068,-46,,,22.5,17.2,7,220,130,,Obsidian,Group Ib,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-1070,-41.5,,,20,17,9,220,130,,Obsidian,Group Ib,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-1158,-43.5,,,-20.5,19.9,7.5,240,110,,Obsidian,Group Ib,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-1666,-45,,,-23.8,18.4,9.1,210,110,,Obsidian,Group Ib,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-1665,-60,,,28,24.8,10,250,110,,Obsidian,Group Ic,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-19,53.2,,,-27,24,10.5,250,105,,Obsidian,Group Ic,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-5,-64,,,19,20.1,7.9,185,95,,Obsidian,Group IIa,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-1336,56,,,13.1,17.2,8.1,200,90,,Obsidian,Group IIa,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-1066,,,,17.1,16.5,8.7,205,95,,Obsidian,Group IIx,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-13,-51,,,17,16.7,8.4,240,105,,Obsidian,Group III,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,San Bernardino,No
24-23,-48,,,18.5,18.2,7.4,240,105,,Obsidian,Group III,NA,-,Table S2.55. Awl.xlsx,CA-SBR-4562,CA-SBR-4562,Southwestern,-,No
1.12Q,19.9,,19.1,14.4,14.3,6.9,220,110,3.4,Quartz,Pinto,Pinto,Pinto Series,Table S2.56. Jannish Collection.xlsx,Jannish-5004,JANNISH-5004,-,-,Yes
1.12Q,19.9,,19.1,14.4,14.3,6.9,210,100,3.4,Quartz,Pinto,Pinto,Pinto Series,Table S2.56. Jannish Collection.xlsx,Jannish-5004,JANNISH-5004,-,-,Yes
1.1B,32.1,,18.5,14.6,13,6.1,210,90,3.5,FGV,Pinto,Pinto,Pinto Series,Table S2.56. Jannish Collection.xlsx,Jannish-5008,JANNISH-5008,-,-,Yes
1.1Ba,32.1,,18.5,14.6,13,6.1,220,110,3.5,FGV,Pinto,Pinto,Pinto Series,Table S2.56. Jannish Collection.xlsx,Jannish-5008,JANNISH-5008,-,-,Yes
